comfortable ,удобный,"Local area, holiday and travel"
commercial ,коммерческий,"Local area, holiday and travel"
compartment (train) ,купе,"Local area, holiday and travel"
concrete ,бетон(ный),"Local area, holiday and travel"
conditions ,условия,"Local area, holiday and travel"
cooker ,плита,"Local area, holiday and travel"
corner ,угол,"Local area, holiday and travel"
crossroads ,перекрёсток,"Local area, holiday and travel"
deathly ,мёртвый,"Local area, holiday and travel"
departure ,отправление,"Local area, holiday and travel"
diesel (fuel) ,дизельное топливо,"Local area, holiday and travel"
direction ,направление,"Local area, holiday and travel"
double room ,номер на двоих,"Local area, holiday and travel"
driver ,водитель,"Local area, holiday and travel"
driver (professional) ,шофёр,"Local area, holiday and travel"
driving licence ,водительские права,"Local area, holiday and travel"
entertainment ,развлечение,"Local area, holiday and travel"
event ,событие,"Local area, holiday and travel"
exhibition ,выставка,"Local area, holiday and travel"
ferry ,паром,"Local area, holiday and travel"
fireworks ,фейерверк,"Local area, holiday and travel"
flight ,полёт,"Local area, holiday and travel"
forbidden to ,запрещается,"Local area, holiday and travel"
foreigner ,иностранец,"Local area, holiday and travel"
fortress ,крепость,"Local area, holiday and travel"
"free (available, vacant) ",свободный,"Local area, holiday and travel"
full (hotel etc) ,нет мест,"Local area, holiday and travel"
games room ,игровая комната,"Local area, holiday and travel"
"garage, service station, petrol station ",заправочная станция,"Local area, holiday and travel"
heating ,отопление,"Local area, holiday and travel"
helicopter ,вертолёт,"Local area, holiday and travel"
hill ,холм,"Local area, holiday and travel"
hire of/hiring ,прокат,"Local area, holiday and travel"
hospitality ,гостеприимство,"Local area, holiday and travel"
in advance ,заранее,"Local area, holiday and travel"
included ,включено,"Local area, holiday and travel"
industrial ,промышленный,"Local area, holiday and travel"
industry ,промышленность,"Local area, holiday and travel"
inhabitant ,житель m,"Local area, holiday and travel"
inside ,внутри,"Local area, holiday and travel"
landscape ,пейзаж,"Local area, holiday and travel"
launderette ,прачечная,"Local area, holiday and travel"
left luggage office ,камера хранения,"Local area, holiday and travel"
line (underground) ,линия,"Local area, holiday and travel"
list ,список,"Local area, holiday and travel"
litter ,мусор,"Local area, holiday and travel"
local ,местный,"Local area, holiday and travel"
lorry ,грузовик,"Local area, holiday and travel"
lost property office ,бюро находок,"Local area, holiday and travel"
luxurious ,роскошный,"Local area, holiday and travel"
mosque ,мечеть,"Local area, holiday and travel"
nature ,природа,"Local area, holiday and travel"
no parking ,парковка запрещена,"Local area, holiday and travel"
noise ,шум,"Local area, holiday and travel"
Open-air pool ,бассейн на открытом воздухе,"Local area, holiday and travel"
outside ,на улице,"Local area, holiday and travel"
outside/in the open air ,на свежем воздухе,"Local area, holiday and travel"
package holiday ,путёвка,"Local area, holiday and travel"
park ,парк,"Local area, holiday and travel"
pavement ,тротуар,"Local area, holiday and travel"
pedestrian ,пешеход,"Local area, holiday and travel"
pedestrian area ,пешеходная зона,"Local area, holiday and travel"
pedestrian crossing ,переход,"Local area, holiday and travel"
picturesque ,живописный,"Local area, holiday and travel"
pillow ,подушка,"Local area, holiday and travel"
playground ,детская площадка,"Local area, holiday and travel"
police station ,полицейский участок,"Local area, holiday and travel"
police officer ,полицейский; милиционер,"Local area, holiday and travel"
procession ,процессия,"Local area, holiday and travel"
population ,население,"Local area, holiday and travel"
receipt ,квитанция,"Local area, holiday and travel"
reception ,регистрация,"Local area, holiday and travel"
receptionist ,администратор гостиницы,"Local area, holiday and travel"
reduction ,скидка,"Local area, holiday and travel"
registration/booking in ,регистрация,"Local area, holiday and travel"
route ,маршрут,"Local area, holiday and travel"
rush hour ,час пик,"Local area, holiday and travel"
savings bank ,сберегательный банк,"Local area, holiday and travel"
seat belt ,ремень безопасности,"Local area, holiday and travel"
ship ,корабль,"Local area, holiday and travel"
sign ,знак,"Local area, holiday and travel"
silence ,тишина,"Local area, holiday and travel"
single room ,номер на одного,"Local area, holiday and travel"
situated ,расположенный,"Local area, holiday and travel"
ski resort ,лыжный курорт,"Local area, holiday and travel"
skiing ,катание на лыжах,"Local area, holiday and travel"
sleeping bag ,спальный мешок,"Local area, holiday and travel"
sleeping car (in a train) ,спальный вагон,"Local area, holiday and travel"
soap ,мыло,"Local area, holiday and travel"
speed ,скорость,"Local area, holiday and travel"
speed limit ,ограничение скорости,"Local area, holiday and travel"
star ,звезда,"Local area, holiday and travel"
summer camp ,летний лагерь,"Local area, holiday and travel"
ticket inspector ,контролёр,"Local area, holiday and travel"
timetable ,расписание,"Local area, holiday and travel"
to add ,добавлять/добавить,"Local area, holiday and travel"
to enjoy ,наслаждаться/насладиться,"Local area, holiday and travel"
to have time to ,успевать/успеть,"Local area, holiday and travel"
to pack (cases) ,упаковывать/упаковать,"Local area, holiday and travel"
to represent ,представлять/представить,"Local area, holiday and travel"
to send (set off) ,отправлять(ся)/отправить(ся),"Local area, holiday and travel"
to spend the night ,ночевать/пере,"Local area, holiday and travel"
to unpack (cases) ,распаковывать/распаковать,"Local area, holiday and travel"
toilet paper ,туалетная бумага,"Local area, holiday and travel"
toothbrush ,зубная щётка,"Local area, holiday and travel"
toothpaste ,зубная паста,"Local area, holiday and travel"
tower ,башня,"Local area, holiday and travel"
trade ,торговля,"Local area, holiday and travel"
traffic ,движение,"Local area, holiday and travel"
traffic jam ,пробка,"Local area, holiday and travel"
traffic lights ,светофор,"Local area, holiday and travel"
travel ,путешествие,"Local area, holiday and travel"
traveller ,путешественник,"Local area, holiday and travel"
twin-bedded room ,номер с двумя кроватями,"Local area, holiday and travel"
waiting room ,зал ожидания,"Local area, holiday and travel"
"walk, stroll ",прогулка,"Local area, holiday and travel"
wash basin ,умывальник,"Local area, holiday and travel"
winter holiday ,зимний отдых,"Local area, holiday and travel"
bad ,плохой,Phrases associated with weather
climate ,климат,Phrases associated with weather
cloudy ,облачный,Phrases associated with weather
cold ,холодный,Phrases associated with weather
degree (temperature) ,градус,Phrases associated with weather
fog ,туман,Phrases associated with weather
highest temperature ,максимальная температура,Phrases associated with weather
hot ,жаркий,Phrases associated with weather
in the east ,на востоке,Phrases associated with weather
in the north ,на севере,Phrases associated with weather
in the south ,на юге,Phrases associated with weather
in the west ,на западе,Phrases associated with weather
it is chilly ,прохладно,Phrases associated with weather
it is freezing ,морозно,Phrases associated with weather
it is raining ,идёт дождь,Phrases associated with weather
it is snowing ,идёт снег,Phrases associated with weather
it is windy ,дует ветер,Phrases associated with weather
lowest temperature ,минимальная температура,Phrases associated with weather
mist ,"(лёгкий) туман, дымка",Phrases associated with weather
overcast ,пасмурно,Phrases associated with weather
rain ,дождь,Phrases associated with weather
snow ,снег,Phrases associated with weather
storm ,гроза,Phrases associated with weather
sun ,солнце,Phrases associated with weather
sunny ,солнечно,Phrases associated with weather
the sun is shining ,светит солнце,Phrases associated with weather
to be expected ,ожидаться,Phrases associated with weather
warm ,тепло,Phrases associated with weather
weather ,погода,Phrases associated with weather
weather forecast ,прогноз погоды,Phrases associated with weather
wind ,ветер,Phrases associated with weather
average temperature ,средняя температура,Phrases associated with weather
bright ,яркий,Phrases associated with weather
changeable ,переменчивый,Phrases associated with weather
cloud ,облако,Phrases associated with weather
downpours ,"ливни, ливневые дожди",Phrases associated with weather
dry ,сухой,Phrases associated with weather
hail ,град,Phrases associated with weather
heat ,жара,Phrases associated with weather
high temperature ,высокая температура,Phrases associated with weather
it is frosty ,стоит мороз,Phrases associated with weather
it is lightning ,сверкает молния,Phrases associated with weather
lightning ,молния,Phrases associated with weather
low temperature ,низкая температура,Phrases associated with weather
misty ,туманно,Phrases associated with weather
sky ,небо,Phrases associated with weather
thunder ,гром,Phrases associated with weather
as far as ,до,Asking for directions
far ,далеко,Asking for directions
from here ,отсюда,Asking for directions
go ,идите,Asking for directions
go left ,идите налево,Asking for directions
go right ,идите направо,Asking for directions
high street/main street ,главная улица,Asking for directions
how do I get to? ,как мне пройти?,Asking for directions
in a car ,на машине,Asking for directions
it is very close ,это очень близко,Asking for directions
not far ,недалеко,Asking for directions
on foot ,пешком,Asking for directions
on the left ,слева,Asking for directions
on the right ,справа,Asking for directions
straight on ,прямо,Asking for directions
are you going in a car? ,вы поедете на машине?,Asking for directions
are you going on foot? ,вы пойдёте пешком?,Asking for directions
cross (over) ,переходить/перейти,Asking for directions
it is 100 metres away ,это в ста метрах отсюда,Asking for directions
take the first road on the left ,вам нужен первый поворот налево,Asking for directions
turn left ,поверните налево,Asking for directions
turn right ,поверните направо,Asking for directions
address ,адрес,Dealing with problems
bill ,счёт,Dealing with problems
colour ,цвет,Dealing with problems
correct ,правильный,Dealing with problems
customer ,клиент,Dealing with problems
customer service ,сервис,Dealing with problems
email address ,электронный адрес,Dealing with problems
form ,бланк,Dealing with problems
guarantee ,гарантия,Dealing with problems
part ,часть,Dealing with problems
purse ,кошелёк,Dealing with problems
receipt ,чек,Dealing with problems
size ,размер,Dealing with problems
telephone number ,номер телефона,Dealing with problems
to pay ,платить/за,Dealing with problems
"to work, function ",работать,Dealing with problems
wrong ,неправильный,Dealing with problems
a fine ,штраф,Dealing with problems
broken ,сломанный,Dealing with problems
complaint ,жалоба,Dealing with problems
crime ,преступление,Dealing with problems
"crime, criminality ",преступность,Dealing with problems
customer ,"покупатель,",Dealing with problems
customer service ,обслуживание,Dealing with problems
fault ,вина,Dealing with problems
improvement ,улучшение,Dealing with problems
instructions ,инструкция,Dealing with problems
insurance ,страхование,Dealing with problems
mistake ,ошибка,Dealing with problems
progress ,прогресс,Dealing with problems
quantity ,количество,Dealing with problems
reduction ,скидка,Dealing with problems
repair ,ремонт,Dealing with problems
theft ,кража,Dealing with problems
thief ,вор,Dealing with problems
"to bring back, take back ",возвращать/вернуть,Dealing with problems
to complain ,жаловаться/по,Dealing with problems
to exchange ,обменивать/обменять,Dealing with problems
to fine ,штрафовать/о,Dealing with problems
to guarantee ,гарантировать,Dealing with problems
to insure ,страховать/за,Dealing with problems
to pay ,платить/за,Dealing with problems
to repair ,чинить/по,Dealing with problems
to return/give back ,отдавать/отдать обратно,Dealing with problems
wallet ,бумажник,Dealing with problems
answer ,ответ,School
article ,статья,School
"art, drawing ",рисование,School
"beginning, start ",начало,School
biology ,биология,School
"board (blackboard, whiteboard etc) ",доска,School
book ,книга,School
break ,перерыв,School
business studies ,бизнес,School
calculator ,калькулятор,School
calendar ,календарь,School
canteen ,столовая,School
chemistry ,химия,School
choir ,хор,School
"circle, club ",клуб,School
class ,класс,School
class test ,тест,School
classroom ,классная комната,School
copy ,копия,School
corridor ,коридор,School
cupboard ,шкаф,School
desk ,парта,School
dining room ,столовая,School
drama (school subject) ,театр,School
DT (design technology) ,труд,School
English ,английский язык,School
event (at school) ,мероприятие (в школе),School
examination ,экзамен,School
exchange ,обмен,School
exercise ,упражнение,School
exercise book ,тетрадь,School
experiment ,эксперимент,School
expert ,эксперт,School
French ,французский язык,School
future plans ,планы на будущее,School
geography ,география,School
German ,немецкий язык,School
gym ,спортзал,School
gymnastics ,гимнастика,School
headteacher ,директор,School
history ,история,School
homework ,домашнее задание,School
ICT ,информатика,School
Italian ,итальянский язык,School
laboratory ,лаборатория,School
languages ,языки,School
latin ,латынь,School
lesson ,урок,School
lessons; studies; activities ,занятия,School
letter ,письмо,School
library ,библиотека,School
literature ,литература,School
lunch (adjective) ,обеденный,School
lunch break ,перерыв на обед,School
maths ,математика,School
music ,музыка,School
PE ,физкультура,School
pen ,ручка,School
pencil ,карандаш,School
pencil case ,пенал,School
physics ,физика,School
plan ,план,School
pupil (f) ,ученица,School
pupil (m) ,ученик,School
practice ,практика,School
pressure ,давление,School
progress ,прогресс,School
projector ,проектор,School
question ,вопрос,School
"religion, religious studies ",религия,School
result ,результат,School
rubber ,резинка,School
rule ,правило,School
ruler ,линейка,School
Russian (language) ,русский язык,School
school ,школа,School
school activities ,школьные мероприятия,School
school bag ,школьная сумка,School
school bus ,школьный автобус,School
school day ,школьный день,School
school group/party ,школьная группа,School
school trip ,школьная поездка,School
schoolchild (f) ,школьница,School
schoolchild (m) ,школьник,School
sociology ,социология,School
Spanish ,испанский язык,School
specialist ,специалист,School
"sports hall, gym ",спортзал,School
stress ,стресс,School
student ,студент(ка),School
study ,учёба,School
subject ,предмет,School
success ,успех,School
summer holidays ,летние каникулы,School
team ,команда,School
technology ,технология,School
the future ,будущее,School
the past ,прошлое,School
tie ,галстук,School
timetable ,расписание,School
type ,тип,School
uniform ,(школьная) форма,School
year ,год,School
able ,способный,School
art ,искусство,School
assessment ,контрольная работа,School
attention ,внимание,School
ballpoint pen ,шариковая ручка,School
boarding school ,школа-интернат,School
briefcase ,портфель,School
"circle, club ",кружок,School
compulsory subject ,обязательный предмет,School
core subjects ,основные предметы,School
degree (university) ,диплом,School
dictionary ,словарь,School
discipline ,дисциплина,School
discussion ,обсуждение,School
do badly; fail an exam ,не сдать экзамен,School
"drama group, acting group ",драматический кружок,School
"economics, economy ",экономика,School
education ,образование,School
essay ,сочинение,School
exchange ,обмен,School
felt tip ,фломастер,School
finishing/completing school ,окончание школы,School
foreign languages ,иностранные языки,School
fountain pen ,авторучка,School
glue ,клей,School
hardworking ,трудолюбивый,School
headteacher ,директор,School
kindergarten ,детский сад,School
locker ,шкафчик,School
"mark, grade ",оценка,School
"means, way ","способ, образ",School
meeting ,встреча,School
mixed ,смешанный,School
optional (subject) ,(предмет) по выбору,School
oral ,устный,School
pad of paper ,блокнот,School
page ,страница,School
parents’ evening ,родительское собрание,School
permission ,разрешение,School
pressure ,давление,School
primary school ,начальная школа,School
private school ,частная школа,School
project ,проект,School
pronunciation ,произношение,School
punishment ,наказание,School
qualification ,квалификация,School
report ,отчёт,School
rule ,правило,School
school leaving certificate ,аттестат об окончании школы,School
school report ,отчёт,School
school textbook ,учебник,School
science ,наука,School
scissors ,ножницы,School
secondary school ,средняя школа,School
seminar ,семинар,School
sharpener ,точилка,School
shelf ,полка,School
sixth form ,старшие классы,School
sociology ,социология,School
sports ground ,спортивная площадка,School
staff room ,учительская,School
state ,государственный,School
strict ,строгий,School
"strong, good at (subject) ",сильный,School
studies ,учёба,School
successful ,успешный,School
term ,триместр,School
textbook ,учебник,School
to agree (with) something ,соглашаться/согласиться с чем-то,School
to calculate ,считать/под,School
to cancel (lessons) ,отменять/отменить,School
to correct ,исправлять/исправить,School
to drop a subject ,бросать/бросить предмет,School
to improve ,улучшать/улучшить,School
to pass (exam) ,сдать (экзамен),School
to pay attention ,обращать/обратить внимание,School
to practise ,практиковаться,School
to pronounce ,произносить/произнести,School
to repeat ,повторять/повторить,School
to revise ,готовиться/под,School
to sit an exam ,сдавать экзамен,School
to skive/to skip/bunk lessons ,прогуливать/прогулять уроки,School
to teach ,"учить, преподавать",School
to translate ,переводить/перевести,School
to work hard ,усердно работать,School
translation ,перевод,School
unfair ,несправедливый,School
village ,село,School
vocational school; technical college ,техникум,School
waste of time ,трата времени,School
"weak, bad at (subject) ",слабый,School
actor ,актёр,"Future aspirations, study and work"
actress ,актриса,"Future aspirations, study and work"
advertisement ,реклама,"Future aspirations, study and work"
air hostess ,стюардесса,"Future aspirations, study and work"
ambition ,амбиция,"Future aspirations, study and work"
architect ,архитектор,"Future aspirations, study and work"
army ,армия,"Future aspirations, study and work"
aspiration ,желание,"Future aspirations, study and work"
assistant ,помощник,"Future aspirations, study and work"
banker ,банкир,"Future aspirations, study and work"
beyond (the classroom) ,вне (класса),"Future aspirations, study and work"
builder ,строитель,"Future aspirations, study and work"
business ,бизнес,"Future aspirations, study and work"
career ,карьера,"Future aspirations, study and work"
cashier ,кассир,"Future aspirations, study and work"
coffee (tea/lunch) break ,перерыв на кофе (чай/обед),"Future aspirations, study and work"
colleague ,коллега,"Future aspirations, study and work"
company ,компания,"Future aspirations, study and work"
computer ,компьютер,"Future aspirations, study and work"
computer science ,информатика,"Future aspirations, study and work"
cook ,повар,"Future aspirations, study and work"
degree ,диплом,"Future aspirations, study and work"
dentist ,зубной врач,"Future aspirations, study and work"
designer ,дизайнер,"Future aspirations, study and work"
doctor ,врач,"Future aspirations, study and work"
dream (aspiration) ,мечта,"Future aspirations, study and work"
driver ,шофёр,"Future aspirations, study and work"
electrician ,электрик,"Future aspirations, study and work"
employment ,работа,"Future aspirations, study and work"
engineer ,инженер,"Future aspirations, study and work"
farmer ,фермер,"Future aspirations, study and work"
farmer worker ,работник на ферме,"Future aspirations, study and work"
fashion ,мода,"Future aspirations, study and work"
file ,файл,"Future aspirations, study and work"
fireman ,пожарник,"Future aspirations, study and work"
folder ,папка,"Future aspirations, study and work"
form ,бланк,"Future aspirations, study and work"
future ,будущее,"Future aspirations, study and work"
interview ,интервью,"Future aspirations, study and work"
job ,работа,"Future aspirations, study and work"
journalist ,журналист/ка,"Future aspirations, study and work"
language ,язык,"Future aspirations, study and work"
lawyer ,адвокат,"Future aspirations, study and work"
lecture ,лекция,"Future aspirations, study and work"
male nurse ,медбрат,"Future aspirations, study and work"
manager ,менеджер,"Future aspirations, study and work"
marketing ,маркетинг,"Future aspirations, study and work"
mechanic ,механик,"Future aspirations, study and work"
medal ,медаль f,"Future aspirations, study and work"
medicine (study of the subject) ,медицина,"Future aspirations, study and work"
member ,член,"Future aspirations, study and work"
model ,фотомодель f,"Future aspirations, study and work"
musical ,музыкальный,"Future aspirations, study and work"
musician ,музыкант,"Future aspirations, study and work"
nurse ,медсестра,"Future aspirations, study and work"
officer ,офицер,"Future aspirations, study and work"
per hour ,в час,"Future aspirations, study and work"
poet ,поэт,"Future aspirations, study and work"
printer ,принтер,"Future aspirations, study and work"
profession ,профессия,"Future aspirations, study and work"
programmer ,программист,"Future aspirations, study and work"
project ,проект,"Future aspirations, study and work"
reporter ,репортёр,"Future aspirations, study and work"
sales assistant ,продавец/продавщица,"Future aspirations, study and work"
soldier ,солдат,"Future aspirations, study and work"
sponsor ,спонсор,"Future aspirations, study and work"
student ,студент(ка),"Future aspirations, study and work"
study ,изучение,"Future aspirations, study and work"
teacher ,"учитель, преподаватель","Future aspirations, study and work"
teacher (f) ,учительница,"Future aspirations, study and work"
technician ,техник,"Future aspirations, study and work"
telephone ,телефон,"Future aspirations, study and work"
to build ,строить/по,"Future aspirations, study and work"
to organise ,организовать,"Future aspirations, study and work"
to study ,изучать; учиться,"Future aspirations, study and work"
training (sport) ,тренинг,"Future aspirations, study and work"
training (study) ,обучение,"Future aspirations, study and work"
travel agency ,турагентство,"Future aspirations, study and work"
university ,университет,"Future aspirations, study and work"
vet ,ветеринар,"Future aspirations, study and work"
volunteer ,волонтёр,"Future aspirations, study and work"
waiter/waitress ,официант/официантка,"Future aspirations, study and work"
work ,работа,"Future aspirations, study and work"
work experience ,трудовая практика,"Future aspirations, study and work"
aim; goal ,цель,"Future aspirations, study and work"
ambition ,амбиция,"Future aspirations, study and work"
answerphone ,автоответчик,"Future aspirations, study and work"
artist ,художник,"Future aspirations, study and work"
badly paid ,плохо оплачиваемый,"Future aspirations, study and work"
charity ,благотворительная организация,"Future aspirations, study and work"
civil servant ,госслужащий,"Future aspirations, study and work"
conference ,конференция,"Future aspirations, study and work"
database ,база данных,"Future aspirations, study and work"
dream ,мечта,"Future aspirations, study and work"
driver ,водитель,"Future aspirations, study and work"
educational ,образовательный,"Future aspirations, study and work"
employer ,работодатель,"Future aspirations, study and work"
enclosed ,прилагаемый,"Future aspirations, study and work"
experienced ,опытный,"Future aspirations, study and work"
hard disk ,жёсткий диск,"Future aspirations, study and work"
higher education ,высшее образование,"Future aspirations, study and work"
impression ,впечатление,"Future aspirations, study and work"
in aid of ,в помощь,"Future aspirations, study and work"
internship ,стажировка,"Future aspirations, study and work"
interview ,собеседование,"Future aspirations, study and work"
job ,работа,"Future aspirations, study and work"
job advert ,объявление о работе,"Future aspirations, study and work"
keyboard ,клавиатура,"Future aspirations, study and work"
law (study of the subject) ,юриспруденция,"Future aspirations, study and work"
link ,связь,"Future aspirations, study and work"
model ,манекенщица,"Future aspirations, study and work"
mouse ,мышка,"Future aspirations, study and work"
part time ,на полставки,"Future aspirations, study and work"
photo model ,фото модель,"Future aspirations, study and work"
plumber ,сантехник,"Future aspirations, study and work"
programmer ,программист,"Future aspirations, study and work"
prospects ,перспектива,"Future aspirations, study and work"
qualification ,квалификация,"Future aspirations, study and work"
qualified ,квалифицированный,"Future aspirations, study and work"
representative ,представитель m,"Future aspirations, study and work"
"salary, wages ",зарплата,"Future aspirations, study and work"
signature ,подпись,"Future aspirations, study and work"
situation wanted ,ищу работу,"Future aspirations, study and work"
skills ,навыки,"Future aspirations, study and work"
society ,общество,"Future aspirations, study and work"
surgeon ,хирург,"Future aspirations, study and work"
to apply for a job ,подавать/подать заявление на работу,"Future aspirations, study and work"
to apply to / get in to university ,поступать/поступить в университет,"Future aspirations, study and work"
to attach ,прилагать/приложить,"Future aspirations, study and work"
to do a course ,проходить/пройти курс,"Future aspirations, study and work"
to enclose ,вкладывать/вложить,"Future aspirations, study and work"
to fill in a form ,заполнять/заполнить бланк,"Future aspirations, study and work"
to introduce oneself ,представляться/представиться,"Future aspirations, study and work"
to print out ,распечатывать/распечатать,"Future aspirations, study and work"
to telephone ,звонить/по- по телефону,"Future aspirations, study and work"
to type ,печатать/на,"Future aspirations, study and work"
to volunteer ,выступать/выступить волонтёром,"Future aspirations, study and work"
unemployment ,безработица,"Future aspirations, study and work"
vacancy ,вакансия,"Future aspirations, study and work"
voluntarily ,добровольно,"Future aspirations, study and work"
voluntary work ,волонтёрская работа,"Future aspirations, study and work"
webmail ,веб-почта,"Future aspirations, study and work"
well paid ,хорошо оплачиваемый,"Future aspirations, study and work"
without pay ,без зарплаты,"Future aspirations, study and work"
access to ,доступ к,"International and global dimension: bringing the world together, environmental issues"
against ,против,"International and global dimension: bringing the world together, environmental issues"
animals ,животные,"International and global dimension: bringing the world together, environmental issues"
atmosphere ,атмосфера,"International and global dimension: bringing the world together, environmental issues"
campaign ,кампания,"International and global dimension: bringing the world together, environmental issues"
championship ,чемпионат,"International and global dimension: bringing the world together, environmental issues"
charity ,благотворительная организация,"International and global dimension: bringing the world together, environmental issues"
country ,страна,"International and global dimension: bringing the world together, environmental issues"
earth ,земля,"International and global dimension: bringing the world together, environmental issues"
ecological ,экологический,"International and global dimension: bringing the world together, environmental issues"
ecology ,экология,"International and global dimension: bringing the world together, environmental issues"
effect ,эффект,"International and global dimension: bringing the world together, environmental issues"
electricity ,электричество; электроэнергия,"International and global dimension: bringing the world together, environmental issues"
energy ,энергия,"International and global dimension: bringing the world together, environmental issues"
environment ,окружающая среда,"International and global dimension: bringing the world together, environmental issues"
environmental issues ,экологические проблемы,"International and global dimension: bringing the world together, environmental issues"
festival ,фестиваль,"International and global dimension: bringing the world together, environmental issues"
for ,за,"International and global dimension: bringing the world together, environmental issues"
forest ,лес,"International and global dimension: bringing the world together, environmental issues"
gas ,газ,"International and global dimension: bringing the world together, environmental issues"
good cause ,благое дело,"International and global dimension: bringing the world together, environmental issues"
global ,глобальный,"International and global dimension: bringing the world together, environmental issues"
green ,зелёный,"International and global dimension: bringing the world together, environmental issues"
hurricane ,ураган,"International and global dimension: bringing the world together, environmental issues"
illegal ,нелегальный,"International and global dimension: bringing the world together, environmental issues"
international ,международный,"International and global dimension: bringing the world together, environmental issues"
international dimension ,международный аспект,"International and global dimension: bringing the world together, environmental issues"
legal ,легальный,"International and global dimension: bringing the world together, environmental issues"
music festival ,музыкальный фестиваль,"International and global dimension: bringing the world together, environmental issues"
musical event ,музыкальное мероприятие,"International and global dimension: bringing the world together, environmental issues"
natural resources ,природные ресурсы,"International and global dimension: bringing the world together, environmental issues"
ocean ,океан,"International and global dimension: bringing the world together, environmental issues"
oil ,нефть,"International and global dimension: bringing the world together, environmental issues"
Olympic games ,Олимпийские игры,"International and global dimension: bringing the world together, environmental issues"
organisation ,организация,"International and global dimension: bringing the world together, environmental issues"
people ,люди,"International and global dimension: bringing the world together, environmental issues"
planet ,планета,"International and global dimension: bringing the world together, environmental issues"
political ,политический,"International and global dimension: bringing the world together, environmental issues"
politician ,политик,"International and global dimension: bringing the world together, environmental issues"
politics; policy ,политика,"International and global dimension: bringing the world together, environmental issues"
recycling ,переработка,"International and global dimension: bringing the world together, environmental issues"
sporting event ,спортивное мероприятие,"International and global dimension: bringing the world together, environmental issues"
tiger ,тигр,"International and global dimension: bringing the world together, environmental issues"
to die ,умирать/умереть,"International and global dimension: bringing the world together, environmental issues"
to live ,жить,"International and global dimension: bringing the world together, environmental issues"
to recycle ,перерабатывать,"International and global dimension: bringing the world together, environmental issues"
world ,мир,"International and global dimension: bringing the world together, environmental issues"
World Cup (football) ,чемпионат мира (по футболу),"International and global dimension: bringing the world together, environmental issues"
advantages ,преимущества,"International and global dimension: bringing the world together, environmental issues"
bear ,медведь,"International and global dimension: bringing the world together, environmental issues"
cannabis ,гашиш,"International and global dimension: bringing the world together, environmental issues"
charity ,благотворительная организация,"International and global dimension: bringing the world together, environmental issues"
climate (adjective) ,климатический,"International and global dimension: bringing the world together, environmental issues"
coal ,уголь,"International and global dimension: bringing the world together, environmental issues"
disadvantages ,недостатки,"International and global dimension: bringing the world together, environmental issues"
disaster ,катастрофа,"International and global dimension: bringing the world together, environmental issues"
drinking water ,питьевая вода,"International and global dimension: bringing the world together, environmental issues"
drought ,засуха,"International and global dimension: bringing the world together, environmental issues"
drugs ,наркотики,"International and global dimension: bringing the world together, environmental issues"
earthquake ,землетрясение,"International and global dimension: bringing the world together, environmental issues"
economising ,экономия,"International and global dimension: bringing the world together, environmental issues"
ecotourism ,экотуризм,"International and global dimension: bringing the world together, environmental issues"
elephant ,слон,"International and global dimension: bringing the world together, environmental issues"
environment ,окружающая среда,"International and global dimension: bringing the world together, environmental issues"
fair trade ,этичная торговля,"International and global dimension: bringing the world together, environmental issues"
field ,поле,"International and global dimension: bringing the world together, environmental issues"
flood; flooding ,наводнение,"International and global dimension: bringing the world together, environmental issues"
"general, common ",общий,"International and global dimension: bringing the world together, environmental issues"
global warming ,глобальное потепление,"International and global dimension: bringing the world together, environmental issues"
hunger; famine ,голод,"International and global dimension: bringing the world together, environmental issues"
international ,международный,"International and global dimension: bringing the world together, environmental issues"
island ,остров,"International and global dimension: bringing the world together, environmental issues"
lack (of) ,недостаток,"International and global dimension: bringing the world together, environmental issues"
natural resources ,природные ресурсы,"International and global dimension: bringing the world together, environmental issues"
pesticide ,пестицид,"International and global dimension: bringing the world together, environmental issues"
peace ,мир,"International and global dimension: bringing the world together, environmental issues"
plastic ,пластмасса,"International and global dimension: bringing the world together, environmental issues"
plastic ,пластмассовый,"International and global dimension: bringing the world together, environmental issues"
pollution ,загрязнение,"International and global dimension: bringing the world together, environmental issues"
poverty ,нищета,"International and global dimension: bringing the world together, environmental issues"
protection ,охрана,"International and global dimension: bringing the world together, environmental issues"
rights of man; human rights ,права человека,"International and global dimension: bringing the world together, environmental issues"
rubbish ,мусор,"International and global dimension: bringing the world together, environmental issues"
security ,безопасность,"International and global dimension: bringing the world together, environmental issues"
solar power ,солнечная энергия,"International and global dimension: bringing the world together, environmental issues"
species ,порода,"International and global dimension: bringing the world together, environmental issues"
sports event ,спортивное мероприятие,"International and global dimension: bringing the world together, environmental issues"
spying ,шпионаж,"International and global dimension: bringing the world together, environmental issues"
starving ,голодающий,"International and global dimension: bringing the world together, environmental issues"
threat ,угроза,"International and global dimension: bringing the world together, environmental issues"
"to contaminate, pollute ",загрязнять/загрязнить,"International and global dimension: bringing the world together, environmental issues"
to preserve ,cохранять/cохранить,"International and global dimension: bringing the world together, environmental issues"
"to protect, defend ",защищать/защитить,"International and global dimension: bringing the world together, environmental issues"
to recycle ,перерабатывать/переработать,"International and global dimension: bringing the world together, environmental issues"
"to save, economise ",экономить/с,"International and global dimension: bringing the world together, environmental issues"
"to save, rescue ",спасать/спасти,"International and global dimension: bringing the world together, environmental issues"
